번호,시도명,시군구명,시설명,소재지도로명주소,소재지지번주소,시설유형,위험시설지정고시번호,위험시설지정일자,위험시설지정사유,위험시설해제일자,위도,경도,연장,폭,시설부속물,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
57,강원도,동해시,서학천 3교,,강원도 동해시 신흥동 798,소교량,2016-133,2016-12-30,,,37.51102268,129.0062871,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
58,강원도,동해시,금곡천 2교,,강원도 동해시 삼화동 774,소교량,2016-133,2016-12-30,,,37.47729729,129.0373781,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
59,강원도,동해시,금곡천 3교,,강원도 동해시 삼화동 산110-2,소교량,2016-133,2016-12-30,,,37.47770941,129.0345686,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
60,강원도,동해시,금곡천 4교,,강원도 동해시 이기동 산32-1,소교량,2016-133,2016-12-30,,,37.48125327,129.0260018,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
61,강원도,동해시,부곡천 7교,,강원도 동해시 부곡동 417-1,소교량,2016-133,2016-12-30,,,37.53936091,129.0727054,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
62,강원도,동해시,부곡천 8교,,강원도 동해시 부곡동 417,소교량,2016-133,2016-12-30,,,37.53914983,129.0721366,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
63,강원도,동해시,안의골천 6교,,강원도 동해시 천곡동 710,소교량,2016-133,2016-12-30,,,37.51870612,129.0897284,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
64,강원도,동해시,안의골천 8교,,강원도 동해시 천곡동 709,소교량,2016-133,2016-12-30,,,37.51947289,129.0876807,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
65,강원도,동해시,안의골천 9교,,강원도 동해시 천곡동 711,소교량,2016-133,2016-12-30,,,37.51884183,129.0877167,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
66,강원도,동해시,연당 세천,,강원도 동해시 단봉동 285,세천,2016-133,2016-12-30,,,37.47420175,129.1197417,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
67,강원도,동해시,금단골 세천,,강원도 동해시 괴란동 394,세천,2016-133,2016-12-30,,,37.57638194,129.066048,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
68,강원도,동해시,올밑 세천,,강원도 동해시 괴란동 466,세천,2016-133,2016-12-30,,,37.571596,129.0672023,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
69,강원도,동해시,윗골 세천,,강원도 동해시 망상동 705,세천,2016-133,2016-12-30,,,37.58640248,129.0847035,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
70,강원도,동해시,여시골 세천,,강원도 동해시 내동동 114,세천,2016-133,2016-12-30,,,37.46080671,129.1278837,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
71,강원도,동해시,밤골 세천,,강원도 동해시 용정동 산42,세천,2016-133,2016-12-30,,,37.5072814256,129.1216271800,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
72,강원도,동해시,지상골 세천,,강원도 동해시 지가동 374-40,세천,2016-133,2016-12-30,,,37.46207767,129.1030459,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
73,강원도,동해시,무명골 세천,,강원도 동해시 지가동 374-16,세천,2016-133,2016-12-30,,,37.46271992,129.1056666,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
74,강원도,동해시,단실 세천,,강원도 동해시 돈봉동 917,세천,2016-133,2016-12-30,,,37.51079484,129.0965469,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
75,강원도,동해시,윗밭골 세천,,강원도 동해시 귀운동 300-65,세천,2016-133,2016-12-30,,,37.47073878,129.0931458,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
76,강원도,동해시,승지골 세천,,강원도 동해시 부곡동 433-3,세천,2016-133,2016-12-30,,,37.54091492,129.0722411,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
77,강원도,동해시,승지골 세천,,강원도 동해시 부곡동 474,세천,2016-133,2016-12-30,,,37.53778268,129.0678964,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
78,강원도,동해시,망상뜰길,,강원도 동해시 초구동 361,농로,2016-133,2016-12-30,,,37.57905224,129.091299,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
79,강원도,동해시,약천길,,강원도 동해시 심곡동 409-6,농로,2016-133,2016-12-30,,,37.58234907,129.0737416,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
80,강원도,동해시,괴란길,,강원도 동해시 괴란동 180,농로,2016-133,2016-12-30,,,37.57322982,129.0608862,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
81,강원도,동해시,신흥중앙로,,강원도 동해시 신흥동 595-1,농로,2016-133,2016-12-30,,,37.52287384,129.0154742,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
82,강원도,동해시,서학길,,강원도 동해시 신흥동 710-1,농로,2016-133,2016-12-30,,,37.51528185,129.0160725,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
83,강원도,동해시,내리천길,,강원도 동해시 내동동 5,농로,2016-133,2016-12-30,,,37.46080671,129.1278837,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
84,강원도,동해시,단실가원2길,,강원도 동해시 단봉동 727-3,마을진입로,2016-133,2016-12-30,,,37.47662178,129.1144302,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
85,강원도,동해시,단실가원1길,,강원도 동해시 단봉동 617,마을진입로,2016-133,2016-12-30,,,37.47330586,129.1144374,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
86,강원도,동해시,대호길,,강원도 동해시 호현동 20,마을진입로,2016-133,2016-12-30,,,37.46559539,129.1330992,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
87,강원도,동해시,초구길,,강원도 동해시 초구동 145,마을진입로,2016-133,2016-12-30,,,37.57620605,129.0882573,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
88,강원도,동해시,갈전길,,강원도 동해시 초구동 116,마을진입로,2016-133,2016-12-30,,,37.57635421,129.0858708,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
89,강원도,동해시,괴란길,,강원도 동해시 괴란동 210,마을진입로,2016-133,2016-12-30,,,37.57059936,129.0658183,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
90,강원도,동해시,금단천2보,,강원도 동해시 괴란동 439,취입보,2016-133,2016-12-30,,,37.57260411,129.0673186,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
91,강원도,동해시,금단천3보,,강원도 동해시 괴란동 441,취입보,2016-133,2016-12-30,,,37.5727589,129.0671397,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
92,강원도,동해시,금단천4보,,강원도 동해시 괴란동 449,취입보,2016-133,2016-12-30,,,37.57401887,129.0663087,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
93,강원도,동해시,금단천5보,,강원도 동해시 괴란동 452,취입보,2016-133,2016-12-30,,,37.57460907,129.0658076,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
94,강원도,동해시,사뭇재 1낙차공,,강원도 동해시 초구동 3-1,낙차공,2016-133,2016-12-30,,,37.57471828,129.0971225,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
95,강원도,동해시,사뭇재 2낙차공,,강원도 동해시 초구동 24,낙차공,2016-133,2016-12-30,,,37.56561177,129.0997054,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
96,강원도,동해시,괴란 1낙차공,,강원도 동해시 괴란동 438,낙차공,2016-133,2016-12-30,,,37.57244102,129.0674182,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
97,강원도,동해시,괴란 2낙차공,,강원도 동해시 괴란동 449,낙차공,2016-133,2016-12-30,,,37.57401887,129.0663087,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
98,강원도,동해시,괴란 3낙차공,,강원도 동해시 괴란동 242-2,낙차공,2016-133,2016-12-30,,,37.5759423,129.0641411,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
99,강원도,동해시,괴란 4낙차공,,강원도 동해시 괴란동 254-2,낙차공,2016-133,2016-12-30,,,37.57710932,129.0643263,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
100,강원도,동해시,영단 1낙차공,,강원도 동해시 심곡동 185-3,낙차공,2016-133,2016-12-30,,,37.57889114,129.0863039,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
101,강원도,동해시,영단 2낙차공,,강원도 동해시 심곡동 256,낙차공,2016-133,2016-12-30,,,37.57850318,129.0853812,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
102,강원도,동해시,영단 3낙차공,,강원도 동해시 심곡동 724,낙차공,2016-133,2016-12-30,,,37.57881803,129.0844575,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
103,강원도,동해시,영단 4낙차공,,강원도 동해시 심곡동 695,낙차공,2016-133,2016-12-30,,,37.58050361,129.0804628,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
104,강원도,동해시,영단 5낙차공,,강원도 동해시 심곡동 682,낙차공,2016-133,2016-12-30,,,37.58063802,129.076604,,,,,강원도 동해시,2019-09-16,4210000,강원도 동해시
223,강원도,삼척시,수릉교,,강원도 삼척시 원덕읍 옥원리27-2,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.189812,129.3287963492,23,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
224,강원도,삼척시,외갈전암거2,,강원 삼척시 가곡면 오저리 289-5,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.141952,129.192138,4,0,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
225,강원도,삼척시,시동교,,강원도 삼척시 근덕면 교가리393-1,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3824030863,129.2286482,20,9,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
226,강원도,삼척시,무2교,,강원도 삼척시 신기면 서하리45,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.350642,129.0694418,29,8,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
227,강원도,삼척시,삼산골교,,강원도 삼척시 원덕읍 임원리725,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2378963796,129.3408491337,18,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
228,강원도,삼척시,상마읍교,,강원도 삼척시 노곡면 상마읍리164-13,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2502728,129.1729854762,31,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
229,강원도,삼척시,고무능1교,,강원도 삼척시 신기면 고무릉리195,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3451454,129.0494311,16,7,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
230,강원도,삼척시,산주교,,강원도 삼척시 노곡면 상마읍리60,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2359288502,129.1672157691,19,9,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
231,강원도,삼척시,점리4교,,강원도 삼척시 도계읍 점리227-7,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2477832,129.023748,9,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
232,강원도,삼척시,늑구교,,강원도 삼척시 도계읍 늑구리577,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.265509,129.061331,72,8,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
233,강원도,삼척시,마평교,,강원도 삼척시 미로면 무사리154,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.428432,129.1221971,120,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
234,강원도,삼척시,발리교,,강원도 삼척시 도계읍 발이리101,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.295744,129.0665456579,66,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
235,강원도,삼척시,절터골교,,강원도 삼척시 원덕읍 임원리966,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2387039557,129.3276777874,36,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
236,강원도,삼척시,내미로무명2,,강원도 삼척시 미로면 내미로리525,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.4433541523,129.0665161790,20,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
237,강원도,삼척시,자양곡천,,강원도 삼척시 원덕읍 임원리1155,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.2443020202,129.3125445843,250,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
238,강원도,삼척시,조상골,,강원도 삼척시 근덕면 교곡리571,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.350172,129.2040496978,300,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
239,강원도,삼척시,덕풍마을천1,,강원도 삼척시 가곡면 풍곡리137,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.0986865295,129.182031,300,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
240,강원도,삼척시,분오실천,,강원도 삼척시 원덕읍 노곡리693,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.216128,129.3118101772,200,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
241,강원도,삼척시,궁촌4리,,강원도 삼척시 근덕면 궁촌리935-6,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.287103,129.2524491604,300,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
242,강원도,삼척시,감나무골세천,,강원도 삼척시 신기면 고무릉리113-4,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3446008,129.0557134749,200,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
243,강원도,삼척시,큰내니미골,,강원도 삼척시 근덕면 하맹방리686,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3845164274,129.2092580308,200,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
244,강원도,삼척시,덕풍마을천4,,강원도 삼척시 가곡면 풍곡리118,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.095311,129.1856294823,200,7,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
245,강원도,삼척시,한소소농로,,강원도 삼척시 하장면 한소리60,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.244246,128.9012660768,200,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
246,강원도,삼척시,수릉2교,,강원도 삼척시 원덕읍 옥원리385-1,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.1972226,129.3251295902,39,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
247,강원도,삼척시,흥전소교량,,강원도 삼척시 도계읍 흥전리197-2,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2198165298,129.0314515494,12,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
248,강원도,삼척시,역금교,,강원도 삼척시 노곡면 상월산리32,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3373173533,129.1588633703,25,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
249,강원도,삼척시,무명신기교,,강원도 삼척시 신기면 신기리341-1,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3490945,129.0810837096,30,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
250,강원도,삼척시,빙동암거,,강원도 삼척시 가곡면 동활리162-6,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.1482713948,129.1457546800,5,0,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
251,강원도,삼척시,교곡교,,강원도 삼척시 근덕면 교곡리302,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3716368630,129.2148898468,36,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
252,강원도,삼척시,자밭골교,,강원도 삼척시 미로면 하사전리44-1,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.383609,129.0795207023,40,12,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
253,강원도,삼척시,선마교,,강원도 삼척시 도계읍 황조리160,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2123376868,129.0860587,15,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
254,강원도,삼척시,광태리,,강원도 삼척시 근덕면 광태리283,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.348301,129.2308123552,500,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
255,강원도,삼척시,발이리,,강원도 삼척시 도계읍 발이리 621-92,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.293114,129.067484,400,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
256,강원도,삼척시,교가1리,,강원도 삼척시 근덕면 교가리134-1,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.3757273476,129.232158,300,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
257,강원도,삼척시,장전소농로,,강원도 삼척시 하장면 장전리109,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.3443587173,128.922218,300,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
258,강원도,삼척시,외상방천,,강원도 삼척시 가곡면 풍곡리324,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.1015143085,129.1560233318,200,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
259,강원도,삼척시,산지당골천,,강원도 삼척시 미로면 하거노리405-3,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.4086321538,129.1039459045,200,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
260,강원도,삼척시,궁촌소농로,,강원도 삼척시 근덕면 궁촌리1027,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.2970135644,129.2710672193,140,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
261,강원도,삼척시,숙암소농로1,,강원도 삼척시 하장면 숙암리302,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.3218976547,128.9476505150,100,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
262,강원도,삼척시,번천소농로1,,강원도 삼척시 하장면 번천리78,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.371296,129.0035716706,100,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
263,강원도,홍천군,뒷골천 무명1교,강원도 홍천군 서석면 아미산길 19-22,강원도 홍천군 서석면 풍암리 699,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.720793,128.772151,11,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
264,강원도,홍천군,도심 1교,강원도 홍천군 화촌면 구성포리1569-2,강원도 홍천군 화촌면 구성포리 1569-2,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.783894,127.896531,20,5,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
265,강원도,홍천군,길곡 세월교,강원도 홍천군 서면 길곡리 133-1,강원도 홍천군 서면 길곡리 133-1,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.661026,127.583826,51,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
266,강원도,홍천군,모종천 무명1교,강원도 홍천군 내촌면 도관길 42,강원도 홍천군 내촌면 도관리 367-2,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.817713,128.091833,19,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
267,강원도,홍천군,덕두원 무명4교,강원도 홍천군 내면 덕두원길 382-6,강원도 홍천군 내면 자운리 905-1,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.715224,128.375799,12,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
268,강원도,홍천군,조항천 무명2교,강원도 홍천군 내면 자운리 산247-3,강원도 홍천군 내면 자운리 산247-3,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.722467,128.406035,11,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
269,강원도,홍천군,시동저수지 무명3교,강원도 홍천군 남면 시동로 764-63,강원도 홍천군 남면 시동리 411-9,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.585685,127.842113,8,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
270,강원도,홍천군,백이동 세월교,강원도 홍천군 화촌면 백이동길 67,강원도 홍천군 화촌면 성산리 805,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.765071,127.952661,21,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
271,강원도,홍천군,조항천 무명1교,강원도 홍천군 내면 보래령로 300,강원도 홍천군 내면 자운리 647-2,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.716321,128.404847,11,5,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
272,강원도,홍천군,장전평천 무명1교,강원도 홍천군 홍천읍 옥류동길 40,강원도 홍천군 홍천읍 장전평리 산98-1,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.643541,127.891384,15,7,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
273,강원도,홍천군,당무교,강원도 홍천군 화촌면 당무마을길50-4,강원도 홍천군 화촌면 군업리 1114,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.721651,128.035525,18,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
274,강원도,홍천군,이전교,강원도 홍천군 내면 대한동길 42,강원도 홍천군 내면 창촌리 1534,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.777815,128.398414,24,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
275,강원도,홍천군,증골천 무명1교,강원도 홍천군 두촌면 증골길 72-3,강원도 홍천군 두촌면 자은리 531-7,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.870381,128.025157,21,6,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
276,강원도,홍천군,자운천 무명4교,강원도 홍천군 내면 자운리 1223,강원도 홍천군 내면 자운리 1223,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.728002,128.358581,11,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
331,강원도,인제군,소치 새마을7교,,강원도 인제군 남면 소치리 483,소교량,2017-9호,2017-01-10,,,37.95725641,128.1399481,4,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
332,강원도,인제군,봉황촌새마을7교,,강원도 인제군 서화면 서화리 527,소교량,2017-9호,2017-01-10,,,38.24679722,128.2182406,5,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
333,강원도,인제군,왜골 무명4교,,강원도 인제군 상남면 하남리 1322,소교량,2017-9호,2017-01-10,,,37.93431532,128.2692857,7,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
334,강원도,인제군,미기동 무명1교,,강원도 인제군 상남면 하남리 583,소교량,2017-9호,2017-01-10,,,37.89890726,128.2836537,4,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
335,강원도,인제군,중평상 무명3교,,강원도 인제군 상남면 상남리 1670,소교량,2017-9호,2017-01-10,,,37.83452855,128.2161155,11,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
336,강원도,인제군,중평상 무명2교,,강원도 인제군 상남면 상남리 1662,소교량,2017-9호,2017-01-10,,,37.83282635,128.2205411,11,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
337,강원도,인제군,중평상 무명1교,,강원도 인제군 상남면 상남리 1659,소교량,2017-9호,2017-01-10,,,37.83246982,128.2232439,11,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
338,강원도,인제군,중평상 2교,,강원도 인제군 상남면 상남리 1645,소교량,2017-9호,2017-01-10,,,37.82979852,128.225451,4,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
339,강원도,인제군,엄달골 무명4교,,강원도 인제군 상남면 상남리 1598,소교량,2017-9호,2017-01-10,,,37.82936293,128.2316523,16,4,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
340,강원도,인제군,고석평 새마을6교,,강원도 인제군 상남면 상남리 1402,소교량,2017-9호,2017-01-10,,,37.85898775,128.2133235,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
341,강원도,인제군,고석평 새마을5교,,강원도 인제군 상남면 상남리 1396-2,소교량,2017-9호,2017-01-10,,,37.85621474,128.2170429,14,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
342,강원도,인제군,고석평 새마을4교,,강원도 인제군 상남면 상남리 1396-17,소교량,2017-9호,2017-01-10,,,37.85509795,128.2167782,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
