번호,시도명,시군구명,시설명,소재지도로명주소,소재지지번주소,시설유형,위험시설지정고시번호,위험시설지정일자,위험시설지정사유,위험시설해제일자,위도,경도,연장,폭,시설부속물,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
343,강원도,인제군,고석평 새마을3교,,강원도 인제군 상남면 상남리 1419,소교량,2017-9호,2017-01-10,,,37.85334505,128.2241595,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
344,강원도,인제군,고석평 무명4교,,강원도 인제군 상남면 상남리 1374,소교량,2017-9호,2017-01-10,,,37.85968736,128.2101093,7,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
345,강원도,인제군,고석평 무명3교,,강원도 인제군 상남면 상남리 1426,소교량,2017-9호,2017-01-10,,,37.85179439,128.2292683,7,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
346,강원도,인제군,고석평 무명2교,,강원도 인제군 상남면 상남리 1432,소교량,2017-9호,2017-01-10,,,37.8510803,128.2349592,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
347,강원도,인제군,속사무명 1교,,강원도 인제군 상남면 미산리 433,소교량,2017-9호,2017-01-10,,,37.86218114,128.3154708,7.5,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
348,강원도,인제군,빈지동 새마을5교,,강원도 인제군 상남면 미산리 355,소교량,2017-9호,2017-01-10,,,37.87934181,128.3235244,4,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
349,강원도,인제군,계화 2교,,강원도 인제군 북면 한계리 1061-2,소교량,2017-9호,2017-01-10,,,38.14345363,128.2544152,3,3,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
350,강원도,인제군,모평 무명3교,,강원도 인제군 북면 월학리 217-1,소교량,2017-9호,2017-01-10,,,38.16242585,128.2202012,5,4,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
351,강원도,인제군,소재 무명3교,,강원도 인제군 북면 월학리 2186-1,소교량,2017-9호,2017-01-10,,,38.16095221,128.1629233,13,3,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
352,강원도,인제군,늪둔 무명9교,,강원도 인제군 북면 원통리 453-2,소교량,2017-9호,2017-01-10,,,38.12266513,128.2154162,1.5,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
353,강원도,인제군,정재자 2세월교,,강원도 인제군 남면 정자리 166-11,소교량,2017-9호,2017-01-10,,,37.94758824,128.2068451,11,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
354,강원도,인제군,큰통골 무명1교,,강원도 인제군 남면 정자리 130,소교량,2017-9호,2017-01-10,,,37.93898025,128.2086752,8,3,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
355,강원도,인제군,소치 새마을6교,,강원도 인제군 남면 소치리 483,소교량,2017-9호,2017-01-10,,,37.95725641,128.1399481,16,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
356,강원도,인제군,소치 새마을5교,,강원도 인제군 남면 소치리 483,소교량,2017-9호,2017-01-10,,,37.95725641,128.1399481,4,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
357,강원도,인제군,역골 4교,,강원도 인제군 기린면 현리 552-1,소교량,2017-9호,2017-01-10,,,37.97581645,128.3322505,16,7,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
358,강원도,인제군,치전 무명8교,,강원도 인제군 기린면 진동리 960-1,소교량,2017-9호,2017-01-10,,,37.9949567,128.3844339,5,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
359,강원도,인제군,치전 무명9교,,강원도 인제군 기린면 진동리 965,소교량,2017-9호,2017-01-10,,,37.9947341,128.3836244,5,8,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
360,강원도,인제군,양지 무명4교,,강원도 인제군 기린면 서리 1248-1,소교량,2017-9호,2017-01-10,,,37.96218935,128.2746571,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
361,강원도,인제군,하다리새마을4교,,강원도 인제군 상남면 하남리 1143,소교량,2017-9호,2017-01-10,,,37.9105073,128.2782764,16,3,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
362,강원도,인제군,매봉재새마을1교,,강원도 인제군 남면 정자리 35,소교량,2017-9호,2017-01-10,,,37.94823078,128.2152668,8,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
363,강원도,인제군,양지무명5교,,강원도 인제군 기린면 서리 1286,소교량,2017-9호,2017-01-10,,,37.960963,128.2712043,18,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
364,강원도,인제군,역골무명5교,,강원도 인제군 기린면 북리 1156,소교량,2017-9호,2017-01-10,,,37.98926734,128.3390249,5,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
365,강원도,인제군,역골무명6교,,강원도 인제군 기린면 북리 1150,소교량,2017-9호,2017-01-10,,,37.98951757,128.3366125,5,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
366,강원도,인제군,역골무명6.5교,,강원도 인제군 기린면 북리 1029,소교량,2017-9호,2017-01-10,,,37.99023204,128.3388131,5,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
367,강원도,인제군,역골4교,,강원도 인제군 기린면 현리 552-1,소교량,2017-9호,2017-01-10,,,37.97581645,128.3322505,14,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
368,강원도,고성군,세천1무명소교량,,강원도 고성군 간성읍 어천리 455-2,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.362368,128.424868,30,4,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
369,강원도,고성군,세천2너래골하소교량,,강원도 고성군 간성읍 어천리 979,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.352962,128.423910,13,6,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
370,강원도,고성군,세천3무명3소교량,,강원도 고성군 죽왕면 구성리 179,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.324860,128.467149,5,5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
371,강원도,고성군,세천4무명소교량,,강원도 고성군 죽왕면 삼포리 산101-2,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.313826,128.518517,7,8,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
372,강원도,고성군,세천5무명소교량,,강원도 고성군 토성면 인흥리 716-25,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.230092,128.548201,65,5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
373,강원도,고성군,세천6무명소교량,,강원도 고성군 현내면 화곡리 48-1,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.486908,128.393270,20,5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
374,강원도,고성군,세천7무명소교량,,강원도 고성군 간성읍 어천리 979,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.352962,128.423910,14,5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
375,강원도,고성군,세천8대다골소교량,,강원도 고성군 간성읍 어천리 979,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.352962,128.423910,50,5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
376,강원도,고성군,세천9백촌1소교량,,강원도 고성군 토성면 백촌리 59-16,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.293472,128.543191,18,6.5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
377,강원도,고성군,세천10구둔2소교량,,강원도 고성군 죽왕면 구성리 248-7,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.309669,128.468243,16,2.5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
378,강원도,고성군,세천11가뫼소교량,,강원도 고성군 토성면 인흥리 732,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.233392,128.532402,40,7.5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
379,강원도,고성군,세천12댐뜰소교량,,강원도 고성군 죽왕면 오호리 273-2,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.325009,128.517560,26,6,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
380,강원도,고성군,세천13야촌소교량,,강원도 고성군 죽왕면 야촌리 1044-29,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.302769,128.510224,18,4.5,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
381,강원도,고성군,세천14무명1소교량,,강원도 고성군 죽왕면 오봉리 730-1,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.346569,128.506005,6,4,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
382,강원도,고성군,세천15배봉1소교량,,강원도 고성군 현내면 배봉리 129-2,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.524620,128.395469,60,6,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
383,강원도,고성군,세천16광천소교량,,강원도 고성군 현내면 명파리 611-68,소교량,고성군 고시 제2017-3호,2017-01-09,노후 및 통수단면 부족,,38.543898,128.394931,31,6,,033-680-3752,강원도 고성군,2018-08-20,4340000,강원도 고성군
384,강원도,양양군,왕생골길1교,강원도 양양군 서면 왕생골길 9,강원도 양양군 서면 갈천리 199-10,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.9135594098,128.5001488,10,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
385,강원도,양양군,왕생골길2교,,강원도 양양군 서면 갈천리 216-1,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.912965,128.492379,10,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
386,강원도,양양군,왕생골길3교,,강원도 양양군 서면 갈천리 217,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.9133239,128.4913140,10,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
277,강원도,홍천군,성동천 무명5교,강원도 홍천군 북방면 화동리 573,강원도 홍천군 북방면 화동리 573,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.723308,127.865531,36,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
278,강원도,홍천군,주음지천 무명3교,강원도 홍천군 화촌면 주음치로 499-7,강원도 홍천군 화촌면 주음치리 300-1,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.772975,128.019363,11,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
279,강원도,홍천군,풍천천 무명5교,강원도 홍천군 화촌면 가락재로 578-5,강원도 홍천군 화촌면 풍천리 393-17,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.3820765,127.895026,13,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
280,강원도,홍천군,부사원천 세월교,강원도 홍천군 북방면 능평리 211,강원도 홍천군 북방면 능평리 211,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.717592,127.838574,21,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
281,강원도,홍천군,도장교,강원도 홍천군 내면 자운리 1369,강원도 홍천군 내면 자운리 1369,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.718771,128.345804,10,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
282,강원도,홍천군,작은골천 무명2교,강원도 홍천군 화촌면 굴운로296-20,강원도 홍천군 화촌면 굴운리 184-4,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.723083,127.966382,8,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
283,강원도,홍천군,승방리천 무명1교,강원도 홍천군 서석면 효제곡길 12,강원도 홍천군 서석면 검산리 781-3,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.707244,128.205591,14,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
284,강원도,홍천군,솔골천 무명1교,강원도 홍천군 내촌면 아홉사리로 447-9,강원도 홍천군 내촌면 화상대리 1157,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.807875,128.025904,6,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
285,강원도,홍천군,장수원 세월교,강원도 홍천군 내촌면 물걸리 972-1,강원도 홍천군 내촌면 물걸리 972-1,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.792197,128.133465,85,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
286,강원도,홍천군,대계천 무명1교,강원도 홍천군 내면 계천길 51,강원도 홍천군 내면 광원리 1304-2,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.814053,128.408761,6,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
287,강원도,홍천군,길곡천 무명1교,강원도 홍천군 서면 설밀길 162,강원도 홍천군 서면 모곡리 251,소교량,홍천군고시 제2018-382호,2018-07-30,소규모 공공시설 안전관리,,37.679254,127.591285,20,4,,033-430-2891,강원도 홍천군청,2018-08-30,4250000,강원도 홍천군
288,강원도,영월군,금마교,,강원도 영월군 주천면 금마리 1049-2,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.234561,128.238667,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
289,강원도,영월군,둔전교,,강원도 영월군 주천면 판운리 779-3,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.327725,128.315536,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
290,강원도,영월군,법흥리 세월교,,강원도 영월군 무릉도원면 법흥리 713-2,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.326043,128.264971,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
291,강원도,영월군,무릉리 세월교,,강원도 영월군 무릉도원면 무릉리 1285-3,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.305483,128.259733,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
292,강원도,영월군,산정소교량,,강원도 영월군 한반도면 후탄1리,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.205969,128.348239,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
293,강원도,영월군,두산리 세월교,,강원도 영월군 무릉도원면 두산리 산30-19,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.299244,128.189532,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
294,강원도,영월군,복덕원교,,강원도 영월군 영월읍 연하리 273-6,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.193398,128.557093,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
295,강원도,영월군,내리2교(슬라브교),,강원도 영월군 김삿갓면 내리 509,소교량,영월군 고시 제2018-112호,2018-05-30,,,37.107064,128.675331,,,,,강원도 영월군청,2018-08-31,4270000,강원도 영월군
296,강원도,평창시,화명동3교,,강원도 평창군 봉평면 흥정리 130,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.671168,128.337770,25,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
297,강원도,평창시,작은방덕교,,강원도 평창군 용평면 용전리 223-1,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.601848,128.435854,10,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
298,강원도,평창시,동산교,,강원도 평창군 진부면 동산리 163-1,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.707767,128.596687,70,12,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
299,강원도,평창시,골말1교,,강원도 평창군 대관령면 유천리 산363-1,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.677447,128.607612,10,4,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
300,강원도,평창시,대미,,강원도 평창군 방림면 계촌리 613,농로,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.488492,128.307249,150,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
301,강원도,평창시,작은쇠판이,,강원도 평창군 봉평면 평촌리 613-3,세천,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.6022507,128.3734225,500,5,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
302,강원도,평창시,면화동,,강원도 평창군 진부면 송정리 1348-6,세천,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.644953,128.571254,1300,5,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
303,강원도,평창시,뒷번지,,강원도 평창군 진부면 수항리 275-1,세천,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.559092,128.563359,1000,8,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
304,강원도,평창시,신다우,,강원도 평창군 대관령면 유천리 840,세천,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.663975,128.594009,370,3,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
305,강원도,평창시,상리1교,,강원도 평창군 평창읍 상리 296-3,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.363793,128.412708,100,7,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
306,강원도,평창시,입탄1교,,강원도 평창군 평창읍 입탄리 837-2,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.335188,128.352564,25,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
307,강원도,평창시,한탄,,강원도 평창군 미탄면 한탄리 501-1,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.314903,128.518366,80,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
308,강원도,평창시,방이동,,강원도 평창군 방림면 계촌리 2221,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.479786,128.273758932,25,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
309,강원도,평창시,하축덕2교,,강원도 평창군 봉평면 유포리 684-4,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.526263,128.361564,25,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
310,강원도,평창시,화명동1교,,강원도 평창군 봉평면 흥정리 126,소교량,2016-146,2016-12-28,재해위험도평가결과 등급반영(불량),,37.670747,128.337748,25,6,,033-330-2396,평창군,2019-05-28,4280000,강원도 평창군
311,강원도,정선군,아랫방제마을진입로,강원도 정선군 신동읍 매화동길 81-17,강원도 정선군 신동읍 방제리389-3,마을진입로,정선군 고시 2018-91호,2018-06-14,위험도평가 결과  불량등급,,37.221111,128.691111,150,3,콘크리트도로,033-560-2158,정선군,2019-06-30,4290000,강원도 정선군
312,강원도,정선군,삼봉세천,강원도 정선군 고한읍 고한8길 39-18,강원도 정선군 고한읍 고한리산1-215,세천,정선군 고시 2018-91호,2018-06-14,위험도평가 결과  불량등급,,37.191111,128.861111,150,4,석축,033-560-2158,정선군,2019-06-30,4290000,강원도 정선군
313,강원도,정선군,고한소2교,강원도 정선군 고한읍 두문동길 11,강원도 정선군 고한읍 고한리산177-2,소교량,정선군 고시 2018-91호,2018-06-14,위험도평가 결과  불량등급,,37.211111,128.891111,17,4,날개벽 4개소,033-560-2158,정선군,2019-06-30,4290000,강원도 정선군
314,강원도,인제군,쇠물 잠수2교,,강원도 인제군 인제읍 귀둔리903-13,소교량,2017-9호,2017-01-10,,,38.03362049,128.3463498,14,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
315,강원도,인제군,피안 3교,,강원도 인제군 인제읍 귀둔리 394,소교량,2017-9호,2017-01-10,,,38.02699438,128.3850689,4,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
316,강원도,인제군,다묵리 새마을1교,,강원도 인제군 인제읍 가리산리 302-1,소교량,2017-9호,2017-01-10,,,38.0697396,128.3314765,5,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
317,강원도,인제군,잔다리 새마을1교,,강원도 인제군 서화면 서흥리 915-3,소교량,2017-9호,2017-01-10,,,38.20594117,128.2014357,3,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
318,강원도,인제군,왜골무명2교,,강원도 인제군 상남면 하남리 1285,소교량,2017-9호,2017-01-10,,,37.9303945,128.2752356,37,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
319,강원도,인제군,하가산 새마을5교,,강원도 인제군 상남면 하남리 530,소교량,2017-9호,2017-01-10,,,37.91048172,128.2996198,3,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
320,강원도,인제군,동작 새마을2교,,강원도 인제군 남면 어론리 700-2,소교량,2017-9호,2017-01-10,,,37.93534656,128.0651861,4,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
321,강원도,인제군,통골 새마을3교,,강원도 인제군 남면 수산리 474-1,소교량,2017-9호,2017-01-10,,,37.97669399,128.0148840,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
322,강원도,인제군,통골 새마을2교,,강원도 인제군 남면 수산리 352,소교량,2017-9호,2017-01-10,,,37.9761410,128.0200425,10,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
323,강원도,인제군,통골 무명1교,,강원도 인제군 남면 수산리 353-2,소교량,2017-9호,2017-01-10,,,37.97642261,128.0214111,9,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
324,강원도,인제군,남박골 무명1교,,강원도 인제군 남면 남전리 310-15,소교량,2017-9호,2017-01-10,,,38.01403012,128.1535979,12,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
325,강원도,인제군,소치 무명1교,,강원도 인제군 남면 소치리 산 21,소교량,2017-9호,2017-01-10,,,37.96248476,128.1300684,7,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
326,강원도,인제군,소치 새마을10교,,강원도 인제군 남면 소치리 483,소교량,2017-9호,2017-01-10,,,37.95725641,128.1399481,7,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
327,강원도,인제군,소치 새마을9교,,강원도 인제군 남면 소치리 483,소교량,2017-9호,2017-01-10,,,37.95725641,128.1399481,7,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
328,강원도,인제군,매화동새마을1교,,강원도 인제군 상남면 하남리 1141-2,소교량,2017-9호,2017-01-10,,,37.9111947,128.2771846,29,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
329,강원도,인제군,쇠물 잠수1교,,강원도 인제군 인제읍 귀둔리 896,소교량,2017-9호,2017-01-10,,,38.0324453,128.3527985,6,5,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
330,강원도,인제군,소치 새마을8교,,강원도 인제군 남면 소치리 483,소교량,2017-9호,2017-01-10,,,37.95725641,128.1399481,5,6,,033-460-2094,강원도 인제군청,2019-09-03,4330000,강원도 인제군
165,강원도,삼척시,무명고무릉교,,강원도 삼척시 신기면 고무릉리185,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3454922949,129.0511431533,14,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
166,강원도,삼척시,하맹방1교,,강원도 삼척시 근덕면 하맹방리120,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3893175326,129.2257381810,15,7,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
167,강원도,삼척시,해강정교,,강원도 삼척시 신기면 신기리410-2,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.356335,129.089546,81,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
168,강원도,삼척시,장원소교,,강원도 삼척시 도계읍 도계리256,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2313565947,129.0485826641,24,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
169,강원도,삼척시,내미로무명3,,강원도 삼척시 미로면 내미로리493,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.4427575565,129.0637876832,16,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
170,강원도,삼척시,한소1교,,강원도 삼척시 하장면 한소리 137,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2547641075,128.8920817026,16,7,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
171,강원도,삼척시,무명(인도교),,강원도 삼척시 도계읍 흥전리 168-20,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2006356232,129.035692,25,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
172,강원도,삼척시,승지골,,강원도 삼척시 원덕읍 이천리 산 280,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.196873,129.2575927467,,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
