번호,시도명,시군구명,시설명,소재지도로명주소,소재지지번주소,시설유형,위험시설지정고시번호,위험시설지정일자,위험시설지정사유,위험시설해제일자,위도,경도,연장,폭,시설부속물,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
173,강원도,삼척시,수정교,,강원도 삼척시 도계읍 도계리 266-3,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2317730858,129.0474907735,16,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
174,강원도,삼척시,개산리고봉암,,강원도 삼척시 노곡면 개산리 산 20,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.333917,129.1863621366,600,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
175,강원도,삼척시,압실세천,,강원도 삼척시 도계읍 발이리 318,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.2958723589,129.0575373373,300,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
176,강원도,삼척시,샛골세천,,강원도 삼척시 하장면 번천리 209,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3787174493,128.9769912602,300,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
177,강원도,삼척시,금계소농로,,강원도 삼척시 근덕면 금계리 193,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.3973353,129.176623,500,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
178,강원도,삼척시,묵점세천,,강원도 삼척시 도계읍 흥전리 102,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.2150757145,129.0392236,200,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
179,강원도,삼척시,초롱골세천,,강원도 삼척시 미로면 내미로리 293,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.4516357517,129.0609476691,200,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
180,강원도,삼척시,궁촌1리,,강원도 삼척시 근덕면 궁촌리 337-10,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3284784333,129.2611238535,150,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
181,강원도,삼척시,교곡소농로1,,강원도 삼척시 근덕면 교곡리 852-3,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.3748475849,129.1934830198,600,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
182,강원도,삼척시,하 전 길,,강원도 삼척시 가곡면 오목리 48,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.163353,129.193519,350,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
183,강원도,삼척시,백진2리2교,,강원도 삼척시 하장면 한소리 137,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2547641075,128.8920817026,16,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
184,강원도,삼척시,구방사,,강원도 삼척시 미로면 상거노리 산152,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.4053872939,129.1238121884,200,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
185,강원도,삼척시,초곡2리,,강원도 삼척시 근덕면 초곡리 288-3,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3095564592,129.286539,90,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
186,강원도,삼척시,용화암거,,강원도 삼척시 근덕면 용화리 428,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2709856,129.2930211,30,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
187,강원도,삼척시,고무능교,,강원도 삼척시 신기면 고무릉리 113-4,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3446008,129.0557134749,33,8,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
188,강원도,삼척시,오상촌교,,강원도 삼척시 도계읍 신리 62-3,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.1794201,129.145982,10,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
189,강원도,삼척시,늑밭골세천,,강원도 삼척시 미로면 내미로리 258,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.4501271007,129.0632089880,300,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
190,강원도,삼척시,피박골천,,강원도 삼척시 근덕면 궁촌리741,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3011171298,129.2562690425,180,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
191,강원도,삼척시,하월천,,강원도 삼척시 원덕읍 월천리120,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.1590091,129.355444,150,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
192,강원도,삼척시,빙동천1,,강원도 삼척시 가곡면 동활리73-1,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.1380705742,129.1510881167,140,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
193,강원도,삼척시,사하세천,,강원도 삼척시 신기면 서하리109,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3485110,129.0675498165,100,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
194,강원도,삼척시,사청세천,,강원도 삼척시 신기면 신기리 357-96,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.353559,129.096756,100,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
195,강원도,삼척시,내삼방천,,강원도 삼척시 가곡면 풍곡리183,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.1022783961,129.1795338118,100,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
196,강원도,삼척시,검봉천,,강원도 삼척시 원덕읍 임원리1134,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.242737,129.3122855877,100,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
197,강원도,삼척시,매바위골세천,,강원도 삼척시 도계읍 흥전리209-2,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.224397,129.0287181844,70,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
198,강원도,삼척시,대평소농로,,강원도 삼척시 신기면 대평리408-2,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.3385772436,129.084936,90,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
199,강원도,삼척시,신기소농로,,강원도 삼척시 신기면 신기리145-5,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.3447296190,129.084704,60,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
200,강원도,삼척시,수릉1교,,강원도 삼척시 원덕읍 옥원리27,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.1900039781,129.328731,11,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
201,강원도,삼척시,용천교,,강원도 삼척시 하장면 둔전리27-3,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2936909716,128.8866432223,16,7,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
202,강원도,삼척시,늑구리,,강원도 삼척시 도계읍 늑구리 산54,마을진입로,삼척시 고시 제2017?1호,2017-01-02,,,37.271243,129.060591,40,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
203,강원도,삼척시,소내교,,강원도 삼척시 하장면 중봉리산1-3,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3986342265,128.9342019303,32,8,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
204,강원도,삼척시,평지교,,강원도 삼척시 하장면 번천리51,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.3803909661,129.0056189081,20,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
205,강원도,삼척시,미리터교,,강원도 삼척시 노곡면 하마읍리277-1,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2775182521,129.168585816,17,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
206,강원도,삼척시,상마읍1교,,강원도 삼척시 노곡면 상마읍리114,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.2455090324,129.1703855,25,6,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
207,강원도,삼척시,중마읍교,,강원도 삼척시 노곡면 중마읍리31,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.261304,129.1765456272,33,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
208,강원도,삼척시,나한정교,,강원도 삼척시 도계읍 심포리249-4,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.1923430424,129.0350485,20,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
209,강원도,삼척시,수목원교,,강원도 삼척시 노곡면 하마읍리269,소교량,삼척시 고시 제2017?1호,2017-01-02,,,37.278816,129.1724975505,20,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
210,강원도,삼척시,가는골천,,강원도 삼척시 가곡면 오목리149-1,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.164408,129.1916938696,800,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
211,강원도,삼척시,큰거리세천,,강원도 삼척시 신기면 안의리164,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3367018351,129.0796519632,700,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
212,강원도,삼척시,긴송이고개,,강원도 삼척시 근덕면 광태리40-4,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.352362,129.2352420680,400,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
213,강원도,삼척시,흔덕골세천,,강원도 삼척시 미로면 내미로리790,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.4457953922,129.0510588043,300,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
214,강원도,삼척시,민태골,,강원도 삼척시 근덕면 교곡리590,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3450867048,129.2051212951,300,2,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
215,강원도,삼척시,제밑말세천,,강원도 삼척시 신기면 대기리86,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3184944740,129.0447595702,200,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
216,강원도,삼척시,물방아골세천,,강원도 삼척시 미로면 활기리366-1,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.3799502220,129.0622971617,200,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
217,강원도,삼척시,번천소농로2,,강원도 삼척시 하장면 번천리129-2,농로,삼척시 고시 제2017?1호,2017-01-02,,,37.3666403879,128.999033,280,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
218,강원도,삼척시,용화정사천,,강원도 삼척시 가곡면 동활리61,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.1383137559,129.1547742097,150,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
219,강원도,삼척시,빙동천3,,강원도 삼척시 가곡면 동활리78,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.1391223865,129.150758,80,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
220,강원도,삼척시,빙동천2,,강원도 삼척시 가곡면 동활리76-1,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.138442,129.1505843277,110,3,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
221,강원도,삼척시,중간마을세천,,강원도 삼척시 신기면 고무릉리171,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.346042,129.0484209735,100,4,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
222,강원도,삼척시,덕말세천,,강원도 삼척시 신기면 대이리124,세천,삼척시 고시 제2017?1호,2017-01-02,,,37.329252,129.025392,100,5,,033-570-3886,강원도 삼척시청,2019-05-23,4240000,강원도 삼척시
413,강원도,양양군,곰밭길,,강원도 양양군 서면 용천리 354-5,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.049261,128.604013,300,4,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
414,강원도,양양군,논화골 2교,,강원도 양양군 서면 논화리 336-6,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.072146,128.561035,6,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
415,강원도,양양군,논화골 3교,,강원도 양양군 서면 논화리 288,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,2018-08-02,38.0716286,128.5626568,6,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
416,강원도,양양군,서선골 1교,,강원도 양양군 서면 서선리 209,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.092144,128.563364,6,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
417,강원도,양양군,서선골 2교,,강원도 양양군 서면 서선리 193-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.089300,128.564791,6,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
418,강원도,양양군,서선골 3교,,강원도 양양군 서면 서선리 171,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.087344,128.565757,6,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
419,강원도,양양군,갈랑골 1교,,강원도 양양군 서면 논화리 375,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.059134,128.557922,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
420,강원도,양양군,학포2교,,강원도 양양군 손양면 학포리 78,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.079502,128.659786,7,4,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
421,강원도,양양군,학포3교,,강원도 양양군 손양면 학포리 98-6,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.077103,128.658279,7,4,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
422,강원도,양양군,잔교교,,강원도 양양군 현북면 잔교리 66,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.001348,128.727538,10,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
423,강원도,양양군,잔교골1교,,강원도 양양군 현북면 잔교리 164-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.996338,128.722157,5,4,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
424,강원도,양양군,잔교골2교,,강원도 양양군 현북면 잔교리 154-1,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.995285,128.722159,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
425,강원도,양양군,고인돌교,,강원도 양양군 서면 범부리 392,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.056719,128.588714,8,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
426,강원도,양양군,잔교골3교,,강원도 양양군 현북면 잔교리 476-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.993747,128.721106,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
427,강원도,양양군,돌골 새마을교,,강원도 양양군 현남면 인구리 255-1,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.964475,128.757301,8,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
428,강원도,양양군,송아골,,강원도 양양군 양양읍 감곡리 431,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.093753,128.596070,500,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
429,강원도,양양군,멧돌골,,강원도 양양군 양양읍 감곡리 468,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.096167,128.601148,500,1.5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
430,강원도,양양군,비빠지골,,강원도 양양군 양양읍 감곡리 529,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.098958,128.594548,300,1.5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
431,강원도,양양군,상복리장재터,,강원도 양양군 강현면 상복리 46,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.152733,128.567781,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
432,강원도,양양군,소마니(세구미골),,강원도 양양군 양양읍 감곡리 396,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.089398,128.606953,100,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
433,강원도,양양군,소령아치,,강원도 양양군 서면 공수전리 317,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.043226,128.559671,300,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
434,강원도,양양군,와리,강원도 양양군 손양면 솔미정길 28-8,강원도 양양군 손양면 와리 227,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.0513176,128.6436146,150,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
435,강원도,양양군,하양혈리,강원도 양양군 손양면 솔미정길 34,강원도 양양군 손양면 하양혈리 353,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.0506017,128.6440367,200,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
436,강원도,양양군,하왕도리,강원도 양양군 손양면 솔미정길 28-18,강원도 양양군 손양면 하왕도리 325,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,2018-08-02,38.0507990,128.6435496,100,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
437,강원도,양양군,동대골,,강원도 양양군 양양읍 감곡리 369,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.095964,128.606118,400,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
438,강원도,양양군,멧돌골,,강원도 양양군 양양읍 감곡리 468,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.096167,128.601126,400,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
439,강원도,양양군,골세골,,강원도 양양군 양양읍 감곡리 457,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.097687,128.595934,500,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
440,강원도,양양군,젯마을골,,강원도 양양군 양양읍 감곡리 38-3,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.094211,128.620131,300,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
441,강원도,양양군,수여리,,강원도 양양군 손양면 수여리 389,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.078716,128.647133,200,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
387,강원도,양양군,황지골 1교,,강원도 양양군 서면 서림리 291,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.9714603,128.5215010,10,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
388,강원도,양양군,황지골2교,,강원도 양양군 서면 서림리 276,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.971305,128.522183,10,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
389,강원도,양양군,논화골 1교,,강원도 양양군 서면 논화리 327,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.073880,128.558183,6,5,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
390,강원도,양양군,달래골1교,,강원도 양양군 현남면 상월천리 113-3,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.946352,128.710400,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
391,강원도,양양군,달래골2교,강원도 양양군 현남면 화상천로 955-9,강원도 양양군 현남면 상월천리 173,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.945311,128.7106796,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
392,강원도,양양군,달래골3교,강원도 양양군 현남면 화상천로 946,강원도 양양군 현남면 상월천리 210-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.9442906,128.7121042,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
393,강원도,양양군,견불골교,,강원도 양양군 현남면 견불리 262,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.936912,128.743589,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
394,강원도,양양군,감나무골 1교,,강원도 양양군 현남면 죽리 213-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.970615,128.747525,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
395,강원도,양양군,감나무골 2교,,강원도 양양군 현남면 죽리 214-1,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,37.971033,128.747717,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
396,강원도,양양군,사교리 소교량,,강원도 양양군 강현면 사교리 79,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.110843,128.585288,4,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
397,강원도,양양군,중복리소교량,,강원도 양양군 강현면 중복리 374-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.142544,128.568271,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
398,강원도,양양군,태봉골1교,,강원도 양양군 강현면 하복리 14-3,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.146449,128.588801,3,8,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
399,강원도,양양군,태봉골2교,강원도 양양군 강현면 물치천로 218,강원도 양양군 강현면 하복리 679-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.1448805,128.5870276,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
400,강원도,양양군,방축골1교,,강원도 양양군 강현면 적은리 30-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.122821,128.599325,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
401,강원도,양양군,방축골2교,,강원도 양양군 강현면 적은리 30-2,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.122821,128.599325,3,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
402,강원도,양양군,용호1교,,강원도 양양군 강현면 용호리 185-5,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.127592,128.613418,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
403,강원도,양양군,용호2교,,강원도 양양군 강현면 용호리 211-1,소교량,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.127799,128.610517,5,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
404,강원도,양양군,도적골,,강원도 양양군 양양읍 사천리 62,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.112696,128.618149,150,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
405,강원도,양양군,구영자리,,강원도 양양군 양양읍 정손리 55,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.098036,128.620008,400,2,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
406,강원도,양양군,메깨골,,강원도 양양군 양양읍 감곡리 498,세천,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.097939,128.597896,400,1,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
407,강원도,양양군,상왕도리 다수개,,강원도 양양군 손양면 상왕도리 160,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.050941,128.633291,200,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
408,강원도,양양군,상운리,,강원도 양양군 손양면 상운리 9-2,농로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.039195,128.694235,200,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
409,강원도,양양군,상운리,,강원도 양양군 손양면 상운리 323,마을진입로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.0405844687,128.683427219,100,4,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
410,강원도,양양군,학포리,,강원도 양양군 손양면  학포리 134-4,마을진입로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,2018-08-02,38.075852,128.654917,100,4,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
411,강원도,양양군,송현리,,강원도 양양군 손양면 송현리 650,마을진입로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.071951,128.643129,200,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
412,강원도,양양군,간곡리수암골,,강원도 양양군 강현면 간곡리 135,마을진입로,양양군 고시 제2017-31호,2017-03-14,위험도 평가 실시,,38.124113,128.564113,400,3,,033-670-2471,강원도 양양군청,2019-06-30,4350000,강원도 양양군
